pair_id,from_id,to_id,distance_nm,sea_time_h
P06__P33,P06,P33,1827.3093140564565,130.52209386117548
P06__P34,P06,P34,642.470451505021,45.890746536072925
P06__P35,P06,P35,636.6351693680282,45.47394066914487
P06__P36,P06,P36,1628.2686052079305,116.30490037199503
P06__P37,P06,P37,1161.331487634557,82.95224911675407
P06__P38,P06,P38,1825.3184717501967,130.37989083929978
P06__P39,P06,P39,552.9304284512306,39.49503060365932
P06__P40,P06,P40,527.141583070374,37.65297021931243
P07__P01,P07,P01,918.7408162052035,65.6243440146574
P07__P02,P07,P02,1858.8461979218189,132.77472842298707
P07__P03,P07,P03,2685.0453368265216,191.78895263046584
P07__P04,P07,P04,2586.1650647691845,184.72607605494176
P07__P05,P07,P05,1714.9686271677715,122.49775908341225
P07__P06,P07,P06,1827.3093140564565,130.52209386117548
P07__P08,P07,P08,1769.6056387440447,126.40040276743176
P07__P09,P07,P09,2403.76761401549,171.69768671539214
P07__P10,P07,P10,2425.7279196687714,173.26627997634083
P07__P11,P07,P11,1872.053005787256,133.71807184194685
P07__P12,P07,P12,1800.5781990159455,128.61272850113897
P07__P13,P07,P13,1703.675508075975,121.69110771971249
P07__P14,P07,P14,246.12811056168232,17.580579325834453
P07__P15,P07,P15,2674.7598556235976,191.05427540168554
P07__P16,P07,P16,1988.134380011111,142.00959857222222
P07__P17,P07,P17,1760.6622530951804,125.7615895067986
P07__P18,P07,P18,1894.2179002741395,135.30127859100998
P07__P19,P07,P19,1664.374022335299,118.88385873823565
P07__P20,P07,P20,2301.2928730747726,164.37806236248375
P07__P21,P07,P21,967.3317339486232,69.09512385347308
P07__P22,P07,P22,2366.5878879650077,169.04199199750056
P07__P23,P07,P23,2448.3637453678953,174.88312466913538
P07__P24,P07,P24,105.83490995288973,7.559636425206409
P07__P25,P07,P25,2793.1579163863676,199.51127974188338
P07__P26,P07,P26,998.7896668629185,71.34211906163704
P07__P27,P07,P27,2960.600822231628,211.47148730225916
P07__P28,P07,P28,2317.274276434881,165.51959117392008
P07__P29,P07,P29,2575.947265465538,183.9962332475384
P07__P30,P07,P30,2685.1886192378333,191.79918708841666
P07__P31,P07,P31,2627.1651520053956,187.65465371467113
P07__P32,P07,P32,1916.0466064503878,136.8604718893134
P07__P33,P07,P33,0.0,0.0
P07__P34,P07,P34,2036.1889241187152,145.44206600847966
P07__P35,P07,P35,1948.438433840515,139.17417384575108
P07__P36,P07,P36,3075.062475392884,219.6473196709203
P07__P37,P07,P37,2608.1253578195115,186.29466841567938
P07__P38,P07,P38,52.472863480429005,3.7480616771735003
P07__P39,P07,P39,1311.7959076618367,93.69970769013119
P07__P40,P07,P40,1425.253238993056,101.80380278521828
P08__P01,P08,P01,858.9816491269846,61.3558320804989
P08__P02,P08,P02,129.71163820007635,9.265117014291167
P08__P03,P08,P03,1192.3240324274407,85.16600231624577
P08__P04,P08,P04,1093.4437603701033,78.10312574072167
P08__P05,P08,P05,364.0073685473316,26.000526324809403
P08__P06,P08,P06,75.76584530941429,5.411846093529592
P08__P07,P08,P07,1769.6056387440449,126.40040276743177
P08__P09,P08,P09,911.0463096164092,65.07473640117209
P08__P10,P08,P10,933.0066152696908,66.64332966212076
P08__P11,P08,P11,120.50953704021407,8.607824074301005
P08__P12,P08,P12,105.59550987954145,7.542536419967247
P08__P13,P08,P13,206.5250223280185,14.751787309144179
P08__P14,P08,P14,1683.8469167837638,120.27477977026885
P08__P15,P08,P15,1182.0385512245168,84.43132508746548
P08__P16,P08,P16,622.6576699421139,44.47554785300814
P08__P17,P08,P17,179.44236542591983,12.817311816137131
P08__P18,P08,P18,441.95085950887926,31.567918536348518
P08__P19,P08,P19,190.5200672760394,13.608576234002815
P08__P20,P08,P20,808.5715686756919,57.755112048263705
P08__P21,P08,P21,802.2739047954219,57.30527891395871
P08__P22,P08,P22,873.8665835659272,62.41904168328051
P08__P23,P08,P23,990.0881090492686,70.7205792178049
P08__P24,P08,P24,1793.6253238699853,128.1160945621418
P08__P25,P08,P25,1363.9818141285677,97.42727243775484
P08__P26,P08,P26,792.4452141972059,56.60322958551471
P08__P27,P08,P27,1467.879517832548,104.84853698803913
P08__P28,P08,P28,824.5529720357997,58.89664085969998
P08__P29,P08,P29,1083.225961066457,77.37328293331836
P08__P30,P08,P30,1192.4673148387521,85.17623677419658
P08__P31,P08,P31,1134.4438476063149,81.03170340045106
P08__P32,P08,P32,535.8659959305452,38.27614256646751
P08__P33,P08,P33,1769.6056387440449,126.40040276743177
P08__P34,P08,P34,596.5430172908946,42.61021552077818
P08__P35,P08,P35,585.2022254670966,41.80015896193547
P08__P36,P08,P36,1582.341170993804,113.02436935670029
P08__P37,P08,P37,1115.4040534204305,79.67171810145932
P08__P38,P08,P38,1767.6147964377851,126.25819974555608
P08__P39,P08,P39,495.2267531388191,35.37333950991565
P08__P40,P08,P40,475.70863916944245,33.97918851210303
P09__P01,P09,P01,1493.1436243984301,106.6531160284593
P09__P02,P09,P02,802.5553998514149,57.325385703672495
P09__P03,P09,P03,325.4704713070245,23.24789080764461
P09__P04,P09,P04,219.88591812842097,15.706137009172926
P09__P05,P09,P05,716.6469053431827,51.18906466737019
P09__P06,P09,P06,956.9737438305357,68.35526741646683
P09__P07,P09,P07,2403.76761401549,171.69768671539214
P09__P08,P09,P08,911.0463096164093,65.07473640117209
P09__P10,P09,P10,441.28018726428763,31.520013376020547
P09__P11,P09,P11,849.1942278679759,60.65673056199828
P09__P12,P09,P12,872.0874069048459,62.291957636060424
P09__P13,P09,P13,861.0282967557481,61.50202119683915
P09__P14,P09,P14,2318.008892055209,165.5720637182292
P09__P15,P09,P15,690.3121232191135,49.30800880136525
P09__P16,P09,P16,490.1874739723711,35.01339099802651
P09__P17,P09,P17,755.8364433935029,53.988317385250205
P09__P18,P09,P18,509.5497137413503,36.39640812438216
P09__P19,P09,P19,1021.5965415802739,72.97118154144813
P09__P20,P09,P20,327.41461239562625,23.386758028259017
P09__P21,P09,P21,1436.4358800668674,102.6025628619191
P09__P22,P09,P22,102.17694147116686,7.298352962226204
P09__P23,P09,P23,555.853974246869,39.70385530334779
P09__P24,P09,P24,2427.7872991414306,173.41337851010218
P09__P25,P09,P25,941.9229025468632,67.28020732477594
P09__P26,P09,P26,1426.6071894686513,101.90051353347509
P09__P27,P09,P27,976.1530898271449,69.72522070193892
P09__P28,P09,P28,109.24111646884742,7.802936890631959
P09__P29,P09,P29,231.45901453581234,16.532786752558025
P09__P30,P09,P30,325.61375371833617,23.258125265595442
P09__P31,P09,P31,267.59028648589873,19.11359189184991
P09__P32,P09,P32,558.5995352153267,39.89996680109476
P09__P33,P09,P33,2403.76761401549,171.69768671539214
P09__P34,P09,P34,403.4509605470453,28.81792575336038
P09__P35,P09,P35,571.0218241952027,40.7872731568002
P09__P36,P09,P36,1090.6147429884006,77.90105307060004
P09__P37,P09,P37,241.84621117874815,17.27472936991058
P09__P38,P09,P38,2401.77677170923,171.55548369351644
P09__P39,P09,P39,1187.2581556545942,84.80415397532816
P09__P40,P09,P40,1026.5513815624604,73.32509868303289
P10__P01,P10,P01,1515.103930051712,108.221709289408
P10__P02,P10,P02,824.5157055046968,58.893978964621205
P10__P03,P10,P03,722.5579100753195,51.61127929109425
P10__P04,P10,P04,623.6776380179821,44.54840271557015
P10__P05,P10,P05,738.6072109964645,52.75765792831889
P10__P06,P10,P06,978.9340494838175,69.92386067741553
P10__P07,P10,P07,2425.727919668772,173.26627997634085
P10__P08,P10,P08,933.0066152696911,66.64332966212079
P10__P09,P10,P09,441.28018726428775,31.520013376020554
P10__P11,P10,P11,871.1545335212577,62.225323822946976
P10__P12,P10,P12,894.0477125581276,63.86055089700911
P10__P13,P10,P13,882.9886024090298,63.07061445778784
P10__P14,P10,P14,2339.9691977084913,167.14065697917795
P10__P15,P10,P15,255.64527878231416,18.260377055879584
P10__P16,P10,P16,508.61786105273194,36.32984721805228
P10__P17,P10,P17,777.7967490467846,55.5569106461989
P10__P18,P10,P18,531.5100193946321,37.965001385330865
P10__P19,P10,P19,1043.5568472335556,74.53977480239682
P10__P20,P10,P20,137.59079441076267,9.827913886483048
P10__P21,P10,P21,1458.3961857201493,104.17115612286781
P10__P22,P10,P22,404.10046121380566,28.864318658128976
P10__P23,P10,P23,147.15194482394108,10.510853201710077
P10__P24,P10,P24,2449.7476047947125,174.9819717710509
P10__P25,P10,P25,515.4358429887835,36.81684592777025
P10__P26,P10,P26,1448.5674951219332,103.46910679442381
P10__P27,P10,P27,541.4862453903454,38.67758895645324
P10__P28,P10,P28,351.315332438303,25.093952317021643
P10__P29,P10,P29,613.4598387143355,43.818559908166826
P10__P30,P10,P30,722.701192486631,51.62151374904507
P10__P31,P10,P31,664.6777252541935,47.47698037529954
P10__P32,P10,P32,577.0299222956876,41.21642302112054
P10__P33,P10,P33,2425.727919668772,173.26627997634085
P10__P34,P10,P34,422.2509162787722,30.160779734198012
P10__P35,P10,P35,589.4522112755636,42.103729376825974
P10__P36,P10,P36,655.9478985516014,46.85342132511438
P10__P37,P10,P37,645.6379310683093,46.11699507630781
P10__P38,P10,P38,2423.737077362512,173.12407695446515
P10__P39,P10,P39,1209.2184613078762,86.37274723627687
P10__P40,P10,P40,1048.511687215742,74.89369194398158
P11__P01,P11,P01,961.4290161701961,68.67350115501401
P11__P02,P11,P02,95.9101097788901,6.8507221270635785
P11__P03,P11,P03,1130.4719506790075,80.74799647707196
P11__P04,P11,P04,1031.59167862167,73.68511990154786
P11__P05,P11,P05,350.55320566713016,25.039514690509296
P11__P06,P11,P06,148.1947310377021,10.585337931264435
P11__P07,P11,P07,1872.0530057872563,133.71807184194688
P11__P08,P11,P08,120.50953704021407,8.607824074301005
P11__P09,P11,P09,849.1942278679758,60.656730561998266
P11__P10,P11,P10,871.1545335212573,62.225323822946955
P11__P12,P11,P12,138.51641832082748,9.894029880059106
P11__P13,P11,P13,280.8124905563679,20.058035039740563
P11__P14,P11,P14,1786.2942838269753,127.59244884478395
P11__P15,P11,P15,1120.1864694760834,80.01331924829167
P11__P16,P11,P16,592.5741030664401,42.32672164760287
P11__P17,P11,P17,178.09294638014887,12.720924741439205
P11__P18,P11,P18,390.28976066781576,27.877840047701124
P11__P19,P11,P19,292.9674343192509,20.926245308517924
P11__P20,P11,P20,746.7194869272585,53.33710620908989
P11__P21,P11,P21,904.7212718386334,64.62294798847381
P11__P22,P11,P22,812.0145018174937,58.001035844106696
P11__P23,P11,P23,928.2360273008352,66.30257337863108
P11__P24,P11,P24,1896.0726909131968,135.43376363665692
P11__P25,P11,P25,1302.1297323801343,93.00926659858102
P11__P26,P11,P26,894.8925812404174,63.92089866002981
P11__P27,P11,P27,1406.0274360841145,100.43053114886531
P11__P28,P11,P28,762.7008902873663,54.47863502052616
P11__P29,P11,P29,1021.3738793180236,72.95527709414453
P11__P30,P11,P30,1130.615233090319,80.75823093502278
P11__P31,P11,P31,1072.5917658578817,76.61369756127726
P11__P32,P11,P32,505.7824290548713,36.127316361062235
P11__P33,P11,P33,1872.0530057872563,133.71807184194688
P11__P34,P11,P34,534.690935542461,38.19220968160436
P11__P35,P11,P35,555.1186585914227,39.65133275653019
P11__P36,P11,P36,1520.4890892453707,108.60636351752647
P11__P37,P11,P37,1053.5519716719973,75.25371226228552
P11__P38,P11,P38,1870.0621634809966,133.57586882007118
P11__P39,P11,P39,597.6741201820304,42.69100858443074
P11__P40,P11,P40,549.9961073977918,39.28543624269941
P12__P01,P12,P01,889.9542093988855,63.56815781420611
P12__P02,P12,P02,112.41153740632555,8.029395529023253
P12__P03,P12,P03,1153.3651297158772,82.38322355113408
P12__P04,P12,P04,1054.48485765854,75.32034697561001
P12__P05,P12,P05,319.13243454748243,22.795173896248745
P12__P06,P12,P06,157.0284537804731,11.216318127176649
P12__P07,P12,P07,1800.5781990159458,128.61272850113897
P12__P08,P12,P08,105.59550987954147,7.542536419967248
P12__P09,P12,P09,872.0874069048457,62.29195763606041
P12__P10,P12,P10,894.0477125581273,63.86055089700909
P12__P11,P12,P11,138.51641832082746,9.894029880059104
P12__P13,P12,P13,193.80617866410773,13.843298476007694
P12__P14,P12,P14,1714.8194770556647,122.48710550397605
P12__P15,P12,P15,1143.0796485129533,81.64854632235381
P12__P16,P12,P16,575.8900062802074,41.13500044858625
P12__P17,P12,P17,132.67470176401335,9.476764411715239
P12__P18,P12,P18,395.1831958469727,28.22737113192662
P12__P19,P12,P19,233.30536443810507,16.664668888436076
P12__P20,P12,P20,769.6126659641284,54.972333283152025
P12__P21,P12,P21,833.2464650673228,59.51760464766591
P12__P22,P12,P22,834.9076808543637,59.63626291816883
P12__P23,P12,P23,951.1292063377051,67.93780045269322
P12__P24,P12,P24,1824.5978841418862,130.328420295849
P12__P25,P12,P25,1325.0229114170043,94.64449367264316
P12__P26,P12,P26,823.4177744691068,58.815555319221914
P12__P27,P12,P27,1428.9206151209844,102.06575822292746
P12__P28,P12,P28,785.5940693242362,56.1138620945883
P12__P29,P12,P29,1044.2670583548936,74.59050416820669
P12__P30,P12,P30,1153.5084121271886,82.39345800908491
P12__P31,P12,P31,1095.4849448947516,78.2489246353394
P12__P32,P12,P32,489.09833226863867,34.93559516204562
P12__P33,P12,P33,1800.5781990159458,128.61272850113897
P12__P34,P12,P34,557.584114579331,39.8274367556665
P12__P35,P12,P35,538.4345618051901,38.45961155751358
P12__P36,P12,P36,1543.3822682822406,110.24159059158862
P12__P37,P12,P37,1076.4451507088672,76.88893933634766
P12__P38,P12,P38,1798.587356709686,128.47052547926327
P12__P39,P12,P39,526.1993134107199,37.58566524362285
P12__P40,P12,P40,468.81754102601855,33.48696721614418
P13__P01,P13,P01,793.0515184589142,56.646537032779584
P13__P02,P13,P02,221.84626180325446,15.84616155737532
P13__P03,P13,P03,1142.3060195667795,81.59328711191282
P13__P04,P13,P04,1043.425747509442,74.53041053638871
P13__P05,P13,P05,164.8210198348428,11.772929988203057
P13__P06,P13,P06,257.9579662289501,18.42556901635358
P13__P07,P13,P07,1703.6755080759744,121.69110771971246
P13__P08,P13,P08,206.5250223280185,14.751787309144179
P13__P09,P13,P09,861.0282967557478,61.502021196839124
P13__P10,P13,P10,882.9886024090295,63.07061445778782
P13__P11,P13,P11,280.8124905563679,20.058035039740563
P13__P12,P13,P12,193.8061786641077,13.843298476007693
P13__P14,P13,P14,1617.9167861156934,115.56548472254953
P13__P15,P13,P15,1132.0205383638554,80.85860988313253
P13__P16,P13,P16,463.96978346086127,33.14069881863295
P13__P17,P13,P17,121.61559161491549,8.686827972493964
P13__P18,P13,P18,355.1608271342276,25.368630509587685
P13__P19,P13,P19,292.8524589303706,20.918032780740756
P13__P20,P13,P20,758.5535558150306,54.18239684393075
P13__P21,P13,P21,736.3437741273515,52.59598386623939
P13__P22,P13,P22,823.8485707052657,58.84632647894755
P13__P23,P13,P23,922.2283339869125,65.87345242763661
P13__P24,P13,P24,1727.695193201915,123.40679951442249
P13__P25,P13,P25,1268.9933198361184,90.64237998829417
P13__P26,P13,P26,726.5150835291355,51.893934537795396
